bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	aliquots	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number
TCGA-06-0210-01B	TCGA-06-0210-01B-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0210-01B	TCGA-06-0210-01B-01D	1.89	null	835.7 uL	DNA	.159 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0210-01B	TCGA-06-0210-01B-01T	null	null	41 uL	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0210-01B	TCGA-06-0210-01B-01R	1.8	null	16.7 uL	RNA	.050 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0210-02A	TCGA-06-0210-02A-01R	1.8	null	0 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0210-02A	TCGA-06-0210-02A-01D	1.9	null	0 uL	DNA	0.14 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0210-10A	TCGA-06-0210-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0210-10A	TCGA-06-0210-10A-01D	1.85	null	51.7 uL	DNA	0.185 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-01A	TCGA-06-0211-01A-01T	null	null	17 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-01A	TCGA-06-0211-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-01A	TCGA-06-0211-01A-01D	1.88	null	14.7 uL	DNA	0.172 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-01A	TCGA-06-0211-01A-01R	1.81	null	80.3 uL	RNA	0.190 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-01B	TCGA-06-0211-01B-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-01B	TCGA-06-0211-01B-01D	1.89	null	519.7 uL	DNA	.177 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-01B	TCGA-06-0211-01B-01T	null	null	29 uL	Total RNA	0.10 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-01B	TCGA-06-0211-01B-01R	1.81	null	129.39999999999998 uL	RNA	.186 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-02A	TCGA-06-0211-02A-02R	1.8	null	0 uL	RNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-02A	TCGA-06-0211-02A-02D	1.9	null	0 uL	DNA	0.16 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-10A	TCGA-06-0211-10A-01D	1.84	null	22.7 uL	DNA	0.181 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0211-10A	TCGA-06-0211-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0213-01A	TCGA-06-0213-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0213-01A	TCGA-06-0213-01A-01R	1.80	null	0 uL	RNA	0.102 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0213-01A	TCGA-06-0213-01A-01D	1.88	null	135.7 uL	DNA	0.166 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0213-01A	TCGA-06-0213-01A-01T	null	null	5 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0213-10A	TCGA-06-0213-10A-01D	1.85	null	0 uL	DNA	0.177 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0213-10A	TCGA-06-0213-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0214-01A	TCGA-06-0214-01A-02R	1.79	null	45.5 uL	RNA	0.182 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0214-01A	TCGA-06-0214-01A-02D	1.89	null	0 uL	DNA	0.174 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0214-01A	TCGA-06-0214-01A-02W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0214-01A	TCGA-06-0214-01A-02T	null	null	21 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0214-10A	TCGA-06-0214-10A-01D	1.90	null	14.900000000000002 uL	DNA	0.229 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0214-10A	TCGA-06-0214-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-01A	TCGA-06-0216-01A-01R	1.81	null	null	RNA	.085 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-01A	TCGA-06-0216-01A-01D	1.89	null	26.7 uL	DNA	.178 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-01A	TCGA-06-0216-01A-01T	null	null	null	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-01A	TCGA-06-0216-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-01B	TCGA-06-0216-01B-01T	null	null	51 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-01B	TCGA-06-0216-01B-01R	1.97	null	19.6 uL	RNA	0.182 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-01B	TCGA-06-0216-01B-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-01B	TCGA-06-0216-01B-01D	1.90	null	153.89999999999998 uL	DNA	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-01B	TCGA-06-0216-01B-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-06-0216-10A	TCGA-06-0216-10A-01D	1.90	null	210.7 uL	DNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-10A	TCGA-06-0216-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0216-10A	TCGA-06-0216-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-06-0219-01A	TCGA-06-0219-01A-01R	1.82	null	43.10000000000001 uL	RNA	0.184 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0219-01A	TCGA-06-0219-01A-01T	null	null	0 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0219-01A	TCGA-06-0219-01A-01D	1.88	null	133.7 uL	DNA	0.156 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0219-01A	TCGA-06-0219-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0219-10A	TCGA-06-0219-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0219-10A	TCGA-06-0219-10A-01D	1.89	null	0 uL	DNA	0.132 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0221-01A	TCGA-06-0221-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0221-01A	TCGA-06-0221-01A-01D	1.89	null	414.7 uL	DNA	0.155 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0221-01A	TCGA-06-0221-01A-01T	null	null	1 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0221-01A	TCGA-06-0221-01A-01R	1.80	null	37.7 uL	RNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0221-02A	TCGA-06-0221-02A-11D	1.9	null	165.03 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0221-02A	TCGA-06-0221-02A-11R	1.8	null	26.5 uL	RNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0221-10A	TCGA-06-0221-10A-01D	1.88	null	155.39999999999998 uL	DNA	0.165 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0221-10A	TCGA-06-0221-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0237-01A	TCGA-06-0237-01A-02R	1.81	null	32.1 uL	RNA	0.164 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0237-01A	TCGA-06-0237-01A-02W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0237-01A	TCGA-06-0237-01A-02D	1.90	null	66.4 uL	DNA	0.175 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0237-01A	TCGA-06-0237-01A-02T	null	null	21 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0237-10A	TCGA-06-0237-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0237-10A	TCGA-06-0237-10A-01D	1.91	null	122.39999999999999 uL	DNA	0.149 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0238-01A	TCGA-06-0238-01A-02R	1.80	null	77.03 uL	RNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0238-01A	TCGA-06-0238-01A-02T	null	null	1 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0238-01A	TCGA-06-0238-01A-02W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0238-01A	TCGA-06-0238-01A-02D	1.90	null	238.02999999999997 uL	DNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0238-10A	TCGA-06-0238-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0238-10A	TCGA-06-0238-10A-01D	1.80	null	101.7 uL	DNA	0.140 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0240-01A	TCGA-06-0240-01A-03W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0240-01A	TCGA-06-0240-01A-03D	1.9	null	0 uL	DNA	.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0240-01A	TCGA-06-0240-01A-02T	null	null	null	Total RNA	.1 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0240-01A	TCGA-06-0240-01A-02R	1.81	null	null	RNA	.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0240-10A	TCGA-06-0240-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0240-10A	TCGA-06-0240-10A-01D	1.84	null	0 uL	DNA	.173 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0241-01A	TCGA-06-0241-01A-02W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0241-01A	TCGA-06-0241-01A-02T	null	null	0 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0241-01A	TCGA-06-0241-01A-02D	1.90	null	151.7 uL	DNA	0.173 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0241-01A	TCGA-06-0241-01A-02R	1.80	null	33 uL	RNA	0.155 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0241-10A	TCGA-06-0241-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0241-10A	TCGA-06-0241-10A-01D	1.84	null	0 uL	DNA	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0394-01A	TCGA-06-0394-01A-01D	1.92	null	248.3 uL	DNA	0.172 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0394-01A	TCGA-06-0394-01A-01T	null	null	28 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0394-01A	TCGA-06-0394-01A-01R	1.83	null	141.5 uL	RNA	0.176 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0397-01A	TCGA-06-0397-01A-01R	1.82	null	194.4 uL	RNA	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0397-01A	TCGA-06-0397-01A-01D	1.90	null	140.6 uL	DNA	0.184 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0397-01A	TCGA-06-0397-01A-01T	null	null	20 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0402-01A	TCGA-06-0402-01A-01R	1.83	null	186.7 uL	RNA	0.172 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0402-01A	TCGA-06-0402-01A-01T	null	null	59 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0402-01A	TCGA-06-0402-01A-01D	1.91	null	420.3 uL	DNA	0.173 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0409-01A	TCGA-06-0409-01A-02T	null	null	39 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0409-01A	TCGA-06-0409-01A-02R	1.81	null	114 uL	RNA	0.174 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0409-01A	TCGA-06-0409-01A-02D	1.91	null	63.3 uL	DNA	0.174 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0410-01A	TCGA-06-0410-01A-01T	null	null	71 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0410-01A	TCGA-06-0410-01A-01R	1.82	null	172.7 uL	RNA	0.165 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0410-01A	TCGA-06-0410-01A-01D	1.91	null	458.3 uL	DNA	0.163 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0412-01A	TCGA-06-0412-01A-01T	null	null	57 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0412-01A	TCGA-06-0412-01A-01R	1.82	null	238.7 uL	RNA	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0412-01A	TCGA-06-0412-01A-01D	1.90	null	353.3 uL	DNA	0.169 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0413-01A	TCGA-06-0413-01A-01T	null	null	10 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0413-01A	TCGA-06-0413-01A-01R	1.83	null	67.7 uL	RNA	0.153 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0413-01A	TCGA-06-0413-01A-01D	1.91	null	163.3 uL	DNA	0.161 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0414-01A	TCGA-06-0414-01A-01R	1.82	null	109.7 uL	RNA	0.162 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0414-01A	TCGA-06-0414-01A-01T	null	null	35 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0414-01A	TCGA-06-0414-01A-01D	1.90	null	343.3 uL	DNA	0.181 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0644-01A	TCGA-06-0644-01A-02D	1.90	null	106.7 uL	DNA	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0644-01A	TCGA-06-0644-01A-02T	null	null	25 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0644-01A	TCGA-06-0644-01A-02W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0644-01A	TCGA-06-0644-01A-02R	1.80	null	118.7 uL	RNA	0.180 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0644-10A	TCGA-06-0644-10A-01D	1.90	null	36.7 uL	DNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0644-10A	TCGA-06-0644-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0645-01A	TCGA-06-0645-01A-01T	null	null	22 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0645-01A	TCGA-06-0645-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0645-01A	TCGA-06-0645-01A-01R	1.80	null	85.03 uL	RNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0645-01A	TCGA-06-0645-01A-01D	1.90	null	118.03000000000002 uL	DNA	0.190 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0645-10A	TCGA-06-0645-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0645-10A	TCGA-06-0645-10A-01D	1.90	null	53.7 uL	DNA	0.190 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0646-01A	TCGA-06-0646-01A-01R	1.80	null	127.7 uL	RNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0646-01A	TCGA-06-0646-01A-01T	null	null	30 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0646-01A	TCGA-06-0646-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0646-01A	TCGA-06-0646-01A-01D	1.90	null	4.699999999999999 uL	DNA	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0646-10A	TCGA-06-0646-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0646-10A	TCGA-06-0646-10A-01D	1.90	null	131.7 uL	DNA	0.190 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0648-01A	TCGA-06-0648-01A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0648-01A	TCGA-06-0648-01A-01T	null	null	44 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0648-01A	TCGA-06-0648-01A-01D	1.90	null	39.370000000000005 uL	DNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0648-01A	TCGA-06-0648-01A-01R	1.80	null	31.5 uL	RNA	0.170 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0648-10A	TCGA-06-0648-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0648-10A	TCGA-06-0648-10A-01D	1.90	null	0 uL	DNA	0.160 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0649-01B	TCGA-06-0649-01B-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0649-01B	TCGA-06-0649-01B-01R	1.96	null	45.60000000000001 uL	RNA	0.177 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0649-01B	TCGA-06-0649-01B-01D	1.90	null	265.57 uL	DNA	0.177 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0649-01B	TCGA-06-0649-01B-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-06-0649-01B	TCGA-06-0649-01B-01T	null	null	14 uL	Total RNA	0.100 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0649-10A	TCGA-06-0649-10A-01G	null	null	125 uL	GenomePlex (Rubicon) Amplified DNA	null	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	null	null
TCGA-06-0649-10A	TCGA-06-0649-10A-01W	null	null	0 uL	Repli-G (Qiagen) DNA	.5 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0649-10A	TCGA-06-0649-10A-01D	1.90	null	167.36999999999998 uL	DNA	0.140 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0650-01A	TCGA-06-0650-01A-02D	1.9	null	26.029999999999998 uL	DNA	0.15 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
TCGA-06-0650-01A	TCGA-06-0650-01A-02R	1.8	null	0.5 uL	RNA	0.17 ug/uL	https://atlas.intgen.org/bcr-data/Molecular%20Analyte%20Data/	UV Spec	null
